,hotstar_id,year,running_time,seasons,episodes
173,1000063207,2005,149.0,,
174,1000154273,2012,152.0,,
175,1610005332,2015,19.0,,
176,1260048630,2013,148.0,,
177,1260013704,2017,120.0,,
178,1260105415,2013,132.0,,
179,1000066291,2015,128.0,,
180,1000163826,1989,179.0,,
181,1770021417,1995,88.0,,
182,1000152016,1964,139.0,,
183,1000160226,1982,139.0,,
184,1000110731,1997,139.0,,
185,1260044187,1941,73.0,,
186,1000160885,1976,134.0,,
187,1260016478,1998,127.0,,
188,1260018354,2016,133.0,,
189,1826033555,2018,18.0,,
190,1000187193,2016,126.0,,
191,1660010115,2003,143.0,,
192,1000063692,1957,111.0,,
193,1770015978,2010,137.0,,
194,1000217463,2018,121.0,,
195,1260068802,1965,135.0,,
196,1260073489,2021,12.0,,
197,1260097234,2022,95.0,,
198,1260103843,2022,22.0,,
199,1260105754,2018,143.0,,
200,1000160368,2011,131.0,,
201,1260018137,1997,119.0,,
202,1000106672,2008,107.0,,
203,1260054858,2021,44.0,,
204,1260107685,2018,5.0,,
205,1770017024,2008,127.0,,
206,1000068939,2010,149.0,,
207,1000050930,2014,137.0,,
208,1000069259,2010,135.0,,
209,1000094009,2012,107.0,,
210,1260039059,2020,42.0,,
211,1000103413,1995,147.0,,
212,1770021116,2016,56.0,,
213,1836063400,2021,22.0,,
214,1260089402,2022,76.0,,
215,1000044088,2010,131.0,,
216,1000105763,2006,110.0,,
217,1000196111,2017,128.0,,
218,1000055663,2009,132.0,,
219,1260044916,1975,91.0,,
220,1260049329,2020,44.0,,
221,1610007865,2013,19.0,,
222,1000013698,2013,130.0,,
223,1260047825,2020,2.0,,
224,1260072942,2021,6.0,,
225,1260102743,1999,103.0,,
226,1770016935,2017,108.0,,
227,1000168511,1968,141.0,,
228,1000105756,1986,131.0,,
229,1000209963,2018,139.0,,
230,1260076051,2021,102.0,,
231,1000109184,1969,155.0,,
232,1260026999,2000,80.0,,
233,1000082378,2014,141.0,,
234,1000069441,1997,110.0,,
235,1260014939,2019,44.0,,
236,1770002234,1999,102.0,,
237,1000109510,1989,144.0,,
238,1000064125,2006,152.0,,
239,1000067437,1999,144.0,,
240,1000116085,2008,112.0,,
241,1000036268,1998,131.0,,
242,1770000298,2011,95.0,,
243,1000066480,1993,131.0,,
244,1000216014,2017,113.0,,
245,1000217544,2018,44.0,,
246,1000053538,2015,139.0,,
247,1000238237,1981,111.0,,
248,1826027703,2020,5.0,,
249,1000151810,1996,178.0,,
250,1260106605,2019,24.0,,
251,1770002660,2010,151.0,,
252,1820041764,2019,7.0,,
253,1260027158,2011,83.0,,
254,1000034560,2008,144.0,,
255,1000100069,1991,166.0,,
256,1260099851,2018,9.0,,
257,1770002640,2010,145.0,,
258,1000223211,2018,106.0,,
259,1260024437,2020,77.0,,
260,1770019162,2018,140.0,,
261,1000164775,1985,108.0,,
262,1000074330,2015,122.0,,
263,1770021159,2004,56.0,,
264,1000108769,1990,110.0,,
265,1000100928,2014,116.0,,
266,1000102622,2008,114.0,,
267,1000096349,1961,179.0,,
268,1000164980,1992,147.0,,
269,1000107713,1997,132.0,,
270,1000158660,1987,142.0,,
271,1770003580,2014,113.0,,
272,1260080725,2021,126.0,,
273,1000101674,2010,106.0,,
274,1000231316,2016,103.0,,
275,1000093421,2016,113.0,,
276,1260106264,2018,11.0,,
277,1000067912,2009,113.0,,
278,1770004579,2017,86.0,,
279,1000118532,2017,148.0,,
280,1260103915,2020,10.0,,
281,1000101925,2000,127.0,,
282,1000109333,1972,145.0,,
283,1260071970,2021,140.0,,
284,1260089542,2022,143.0,,
285,1770004350,2010,147.0,,
286,1770000928,1979,116.0,,
287,1000208956,1989,131.0,,
288,1000055669,2006,121.0,,
289,1000062058,2013,158.0,,
290,1260103914,2021,10.0,,
291,1610005824,2018,11.0,,
292,1260104492,2019,11.0,,
293,1000060147,2012,133.0,,
294,1260054419,2019,141.0,,
295,1260105459,2010,49.0,,
296,1260103907,2021,20.0,,
297,1000216355,2018,104.0,,
298,1000110776,2007,127.0,,
299,1770000964,2012,92.0,,
300,1660000039,2010,124.0,,
301,1770001359,1992,114.0,,
302,1770019156,2017,104.0,,
303,1000102753,2009,115.0,,
304,1000109128,2009,95.0,,
305,1000106166,2013,144.0,,
306,1000158755,1994,150.0,,
307,1770002657,2009,143.0,,
308,1770021001,2009,72.0,,
309,1000158753,1995,115.0,,
310,1000164305,2014,141.0,,
311,1770002619,2009,134.0,,
312,1770016995,2013,108.0,,
313,1000069145,2008,112.0,,
314,1000210126,2012,89.0,,
315,1000230679,2018,137.0,,
316,1000037747,2007,150.0,,
317,1000233697,2019,127.0,,
318,1000035948,2012,162.0,,
319,1260022814,2015,130.0,,
320,1610007721,2017,18.0,,
321,1000160225,2012,145.0,,
322,1610027917,2019,17.0,,
323,1260026998,2014,70.0,,
324,1808029457,2018,12.0,,
325,1260072588,2021,139.0,,
326,1260017839,2016,112.0,,
327,1000159430,1996,98.0,,
328,1260105068,2021,124.0,,
329,1260103201,2007,118.0,,
330,1000225725,2018,136.0,,
331,1100021009,2016,119.0,,
332,1260106602,2018,11.0,,
333,1260040826,2019,158.0,,
334,1000069344,1986,110.0,,
335,1000074497,2015,149.0,,
336,1260018300,2006,93.0,,
337,1610015194,2019,14.0,,
338,1000154592,1986,136.0,,
339,1770021472,1981,104.0,,
340,1770020974,2012,148.0,,
341,1260023117,1941,7.0,,
342,1260014811,2019,111.0,,
343,1260024270,2016,13.0,,
344,1000163849,1997,121.0,,
345,1000069144,2001,109.0,,
346,1260072655,2021,121.0,,
347,1260071301,2021,114.0,,
348,1000110982,1995,129.0,,
349,1000063881,2005,134.0,,
350,1260105544,1993,145.0,,
351,1000232341,2017,117.0,,
352,1260029222,2019,152.0,,
353,1000103405,2009,104.0,,
354,1100014136,2018,104.0,,
355,1260023086,2014,22.0,,
356,1260016856,1995,77.0,,
357,1660010169,2008,98.0,,
358,1610017045,2019,28.0,,
359,1000107334,1994,149.0,,
360,1000108937,1996,139.0,,
361,1260099657,2017,14.0,,
362,1000014552,2014,118.0,,
363,1836062060,2021,6.0,,
364,1260103790,2022,88.0,,
365,1820061813,2021,12.0,,
366,1260107474,2002,167.0,,
367,1000066953,2014,94.0,,
368,1260044253,1979,95.0,,
369,1770003314,2016,178.0,,
370,1770015452,2006,107.0,,
371,1660010584,1999,135.0,,
372,1000105830,2013,153.0,,
373,1770001372,2013,55.0,,
374,1000239140,2019,106.0,,
375,1260067575,2021,65.0,,
376,1100016396,2018,114.0,,
377,1000155976,2016,125.0,,
378,1000057154,2013,117.0,,
379,1000109046,1966,114.0,,
380,1000160650,2015,124.0,,
381,1000067436,2013,100.0,,
382,1000197526,2015,130.0,,
383,1000083000,2014,153.0,,
384,1000098252,1969,161.0,,
385,1610006441,2017,24.0,,
386,1000070922,2002,118.0,,
387,1260099486,2020,11.0,,
388,1000103406,2008,126.0,,
389,1826038748,2019,13.0,,
390,1000062809,2013,122.0,,
391,1000067444,2000,99.0,,
392,1000102190,2010,127.0,,
393,1000104631,1997,156.0,,
394,1770019066,2017,115.0,,
395,1835048357,2020,15.0,,
396,1000228336,2018,144.0,,
397,1000013702,2012,133.0,,
398,1610012421,2014,5.0,,
399,1000184071,2015,98.0,,
400,1260040109,2014,134.0,,
401,1770017600,2018,111.0,,
402,1000216368,2018,31.0,,
403,1260061311,2021,5.0,,
404,1260067821,2021,128.0,,
405,1000115854,1975,148.0,,
406,1000228531,2019,110.0,,
407,1260016021,1977,124.0,,
408,1000067361,1992,141.0,,
409,1000069757,1984,126.0,,
410,1000169188,1981,101.0,,
411,1000110517,1971,141.0,,
412,1260041871,2020,97.0,,
413,1000106315,2003,168.0,,
414,1000096887,2009,121.0,,
415,1260107086,2020,9.0,,
416,1260104502,2020,24.0,,
417,1000056887,2012,136.0,,
418,1000105837,2008,107.0,,
419,1000196112,2017,127.0,,
420,1260018291,2016,42.0,,
421,1000101169,2004,121.0,,
422,1000109161,1987,157.0,,
423,1770002599,2005,141.0,,
424,1260011614,2018,1.0,,
425,1000004429,2012,118.0,,
426,1260027509,2014,73.0,,
427,1260053118,2021,15.0,,
428,1000063694,2005,125.0,,
429,1770000662,2010,108.0,,
430,1610015280,2019,26.0,,
431,1770002022,2016,105.0,,
432,1000228562,2017,47.0,,
433,1000014546,2011,147.0,,
434,1000019448,2012,109.0,,
435,1260012989,2018,104.0,,
436,1000103402,2008,99.0,,
437,1835048483,2020,8.0,,
438,1000184249,2006,114.0,,
439,1770015725,2016,134.0,,
440,1000151809,1969,124.0,,
441,1260011248,2019,120.0,,
442,1000157626,1986,117.0,,
443,1000230101,2018,152.0,,
444,1000228507,2019,43.0,,
445,1000057157,2005,153.0,,
446,1260027146,1995,80.0,,
447,1000055943,2012,111.0,,
448,1770002652,2012,129.0,,
449,1000069644,1980,102.0,,
450,1260009398,2015,143.0,,
451,1000163760,1985,127.0,,
452,1826062549,2020,21.0,,
453,1000097257,1987,137.0,,
454,1260075644,2021,99.0,,
455,1000216077,2017,123.0,,
456,1260086576,2010,104.0,,
457,1000014554,2012,104.0,,
458,1000100612,2006,117.0,,
459,1000234476,2018,42.0,,
460,1000238815,2011,124.0,,
461,1260107245,2016,87.0,,
462,1808029939,2019,11.0,,
463,1000163200,2005,135.0,,
464,1260023088,2014,22.0,,
465,1000095861,1983,131.0,,
466,1000095862,1978,136.0,,
467,1000216523,2018,130.0,,
468,1260017510,2016,108.0,,
469,1000228518,2019,110.0,,
470,1610046342,2019,61.0,,
471,1000157947,1988,99.0,,
472,1000105258,1984,106.0,,
473,1000083294,1965,161.0,,
474,1000064724,2009,136.0,,
475,1000229571,2004,109.0,,
476,1260102305,2021,15.0,,
477,1000230233,2001,146.0,,
478,1610033419,2020,17.0,,
479,1000164090,1988,152.0,,
480,1260103691,2012,68.0,,
481,1808048654,2019,7.0,,
482,1000069150,1983,135.0,,
483,1260026994,2002,73.0,,
484,1000158822,2002,82.0,,
485,1000158748,1976,115.0,,
486,1260028560,2020,131.0,,
487,1260064631,2021,38.0,,
488,1000153156,1999,106.0,,
489,1260045345,2006,39.0,,
490,1000109374,1999,149.0,,
491,1000157948,1986,135.0,,
492,1000082374,2014,128.0,,
493,1000163617,1991,119.0,,
494,1000105485,1987,146.0,,
495,1260025499,2020,108.0,,
496,1770002767,2011,158.0,,
497,1000070416,2003,139.0,,
498,1260023104,2010,5.0,,
499,1770000673,2009,94.0,,
500,1000044260,2008,152.0,,
501,1000110730,1982,143.0,,
502,1260040400,2020,84.0,,
503,1000041473,2011,102.0,,
504,1260073101,2006,6.0,,
505,1000057153,2009,113.0,,
506,1000080775,2013,138.0,,
507,1000115853,2007,133.0,,
508,1000156926,2016,110.0,,
509,1770021115,2014,53.0,,
510,1260027554,2011,88.0,,
511,1000188754,2004,123.0,,
512,1000036265,2009,139.0,,
513,1000064732,2014,139.0,,
514,1660010114,2003,100.0,,
515,1770002655,2004,137.0,,
516,1835048554,2020,6.0,,
517,1260099927,2022,15.0,,
518,1000069035,2011,130.0,,
519,1000101552,2000,116.0,,
520,1260105705,2019,9.0,,
521,1000169182,2002,119.0,,
522,1000037740,2011,117.0,,
523,1260012422,2018,145.0,,
524,1260068261,2021,134.0,,
525,1000107109,1998,117.0,,
526,1000105370,2010,120.0,,
527,1000070203,2006,121.0,,
528,1260023092,1928,7.0,,
529,1260027152,2002,118.0,,
530,1260061062,2021,22.0,,
531,1808050111,2019,9.0,,
532,1000064726,2009,183.0,,
533,1000058436,2010,142.0,,
534,1000110293,1981,140.0,,
535,1000164170,2012,106.0,,
536,1000159791,1986,128.0,,
537,1000100725,1993,126.0,,
538,1770020215,2019,106.0,,
539,1000063687,2007,145.0,,
540,1660010579,2005,140.0,,
541,1000088044,2009,138.0,,
542,1000151934,1973,132.0,,
543,1000101757,2000,149.0,,
544,1000104745,2009,151.0,,
545,1260018193,1991,105.0,,
546,1260020620,2020,120.0,,
547,1260022854,2019,8.0,,
548,1260027292,2004,64.0,,
549,1260018187,1999,121.0,,
550,1260027388,1997,72.0,,
551,1000101224,2012,98.0,,
552,1260027109,2010,95.0,,
553,1000162206,2015,118.0,,
554,1000071765,2008,137.0,,
555,1000109447,2014,109.0,,
556,1260107551,2005,137.0,,
557,1770000711,2003,94.0,,
558,1260051934,2021,22.0,,
559,1000073877,2015,138.0,,
560,1770015984,2005,142.0,,
561,1770000761,2005,89.0,,
562,1260024199,2013,11.0,,
563,1000056942,2005,133.0,,
564,1000160351,1991,128.0,,
565,1260063087,2021,14.0,,
566,1000096348,2011,143.0,,
567,1000160229,2008,137.0,,
568,1000109811,2009,120.0,,
569,1000151952,1997,126.0,,
570,1000216133,2017,139.0,,
571,1660010633,2017,105.0,,
572,1260027380,1998,73.0,,
573,1000057156,2006,149.0,,
574,1260103188,2022,157.0,,
575,1770002625,2009,146.0,,
576,1260105712,2019,8.0,,
577,1260023100,2015,7.0,,
578,1260013115,2019,43.0,,
579,1260019988,2012,159.0,,
580,1260028600,2002,104.0,,
581,1000057155,2005,144.0,,
582,1260044776,2017,34.0,,
583,1000087352,2011,102.0,,
584,1000232076,2017,123.0,,
585,1260099617,2018,7.0,,
586,1000071854,2002,107.0,,
587,1000232004,2017,116.0,,
588,1260023096,2001,3.0,,
589,1000184670,2008,70.0,,
590,1000158658,1989,119.0,,
591,1000044264,2007,145.0,,
592,1000097390,2007,150.0,,
593,1808015444,2020,9.0,,
594,1000232181,2016,127.0,,
595,1000193849,2005,102.0,,
596,1000230472,2017,106.0,,
597,1000087355,2011,110.0,,
598,1000066474,2010,147.0,,
599,1260068932,2003,99.0,,
600,1770021160,1999,56.0,,
601,1260104518,2016,16.0,,
602,1770017028,2010,126.0,,
603,1000058599,2010,143.0,,
604,1770015336,2016,143.0,,
605,1000041474,2006,153.0,,
606,1260015252,2011,161.0,,
607,1000083892,2014,129.0,,
608,1260015847,2019,44.0,,
609,1260106358,2022,17.0,,
610,1260061420,2021,22.0,,
611,1836044019,2018,9.0,,
612,1000110977,1987,147.0,,
613,1770001414,2014,60.0,,
614,1000036214,2013,133.0,,
615,1260084560,2014,146.0,,
616,1260024963,2016,143.0,,
617,1770000674,2011,104.0,,
618,1610007089,2017,24.0,,
619,1000199183,2017,139.0,,
620,1836045840,2019,13.0,,
621,1770004997,2018,96.0,,
622,1000071156,2002,119.0,,
623,1770004462,2017,140.0,,
624,1000151667,2010,121.0,,
625,1000062810,2015,145.0,,
626,1260047392,2019,151.0,,
627,1000013720,2010,143.0,,
628,1260105614,2009,73.0,,
629,1770002765,2012,141.0,,
630,1837046717,2021,9.0,,
631,1000158091,1994,121.0,,
632,1260067526,2021,83.0,,
633,1260011260,2019,110.0,,
634,1000233196,2017,62.0,,
635,1000110732,1989,126.0,,
636,1260105195,2022,101.0,,
637,1000097536,2010,125.0,,
638,1000058596,2014,120.0,,
639,1000065771,2011,125.0,,
640,1260102242,2019,13.0,,
641,1000100395,2010,110.0,,
642,1260012166,2016,129.0,,
643,1000034561,1990,138.0,,
644,1000101186,1990,153.0,,
645,1000156957,2006,148.0,,
646,1770003007,2011,134.0,,
647,1260023105,2012,6.0,,
648,1000201315,2015,136.0,,
649,1000157274,1974,141.0,,
650,1000166344,1986,136.0,,
651,1000097139,2003,134.0,,
652,1770004244,2016,157.0,,
653,1000154916,1992,114.0,,
654,1770000299,2012,84.0,,
655,1000071046,1974,128.0,,
656,1000221939,2018,128.0,,
657,1000115923,2008,96.0,,
658,1260024262,2017,15.0,,
659,1770000287,2015,123.0,,
660,1000163092,2009,121.0,,
661,1000063225,2009,147.0,,
662,1260018327,2003,71.0,,
663,1000098184,2011,114.0,,
664,1260057770,2020,86.0,,
665,1260061883,2021,3.0,,
666,1000104785,1992,113.0,,
667,1770000934,1997,108.0,,
668,1260012353,2016,135.0,,
669,1000234900,2011,123.0,,
670,1000163530,1962,149.0,,
671,1260018317,2007,90.0,,
672,1000106290,1986,114.0,,
673,1610010203,2018,27.0,,
674,1000044262,2012,143.0,,
675,1000162890,2010,72.0,,
676,1000055258,2007,171.0,,
677,1000100256,1988,147.0,,
678,1770021017,2017,59.0,,
679,1770021302,1999,52.0,,
680,1260104528,2021,16.0,,
681,1770021021,2004,78.0,,
682,1260018344,2014,80.0,,
683,1260069641,2021,146.0,,
684,1000160357,1998,151.0,,
685,1260011507,2019,141.0,,
686,1000225697,2017,43.0,,
687,1000109505,2009,104.0,,
688,1770001413,2014,118.0,,
689,1260027565,1993,103.0,,
690,1000103353,2014,125.0,,
691,1770021014,2007,55.0,,
692,1000154483,1971,137.0,,
693,1260097386,2022,28.0,,
694,1770001169,2014,95.0,,
695,1260049493,2020,170.0,,
696,1000164275,1983,96.0,,
697,1260009705,2019,125.0,,
698,1000109475,2008,97.0,,
699,1000214378,2015,138.0,,
700,1000194296,2017,129.0,,
701,1260028045,2019,128.0,,
702,1000105375,2014,119.0,,
703,1000081929,2015,133.0,,
704,1770000751,2005,92.0,,
705,1000013695,2006,102.0,,
706,1000213911,2017,106.0,,
707,1260107087,2021,12.0,,
708,1000110058,1994,143.0,,
709,1770016583,2017,126.0,,
710,1000036253,2009,122.0,,
711,1000105262,1985,134.0,,
712,1808016291,2018,11.0,,
713,1770021117,2010,57.0,,
714,1000014548,2012,104.0,,
715,1770002778,2012,130.0,,
716,1000110775,2008,113.0,,
717,1770021446,1994,29.0,,
718,1000154804,1988,134.0,,
719,1260107696,2020,8.0,,
720,1260023107,2011,7.0,,
721,1000036272,2009,124.0,,
722,1000235906,2019,114.0,,
723,1000105838,2008,128.0,,
724,1000096756,1979,138.0,,
725,1000224772,2016,111.0,,
726,1000164267,1992,102.0,,
727,1000210995,2018,44.0,,
728,1835050835,2021,32.0,,
729,1000055382,2002,142.0,,
730,1000068388,2005,107.0,,
731,1260022856,2019,2.0,,
732,1260104491,2016,4.0,,
733,1000081175,2014,124.0,,
734,1660000045,1988,99.0,,
735,1000019455,2003,118.0,,
736,1770002651,2011,152.0,,
737,1000231065,2017,136.0,,
738,1000160882,1979,146.0,,
739,1836052654,2021,11.0,,
740,1826063701,2020,25.0,,
741,1000044267,2012,144.0,,
742,1660010582,1980,127.0,,
743,1000159073,2009,133.0,,
744,1000155071,2016,150.0,,
745,1260078052,2022,165.0,,
746,1770002490,1977,135.0,,
747,1000004427,2011,121.0,,
748,1000091214,2016,101.0,,
749,1000115925,2008,134.0,,
750,1000217182,2017,102.0,,
751,1260015010,2019,120.0,,
752,1260020001,2017,78.0,,
753,1000058602,2011,150.0,,
754,1836045032,2019,5.0,,
755,1260010782,2018,149.0,,
756,1000106676,2005,121.0,,
757,1610064268,2021,19.0,,
758,1000071907,2010,148.0,,
759,1000107596,1993,151.0,,
760,1000186416,2004,111.0,,
761,1000169844,1941,164.0,,
762,1770000297,2012,90.0,,
763,1770002734,2008,111.0,,
764,1260027392,2020,4.0,,
765,1260073523,2021,3.0,,
766,1000083005,2014,147.0,,
767,1000109415,2009,120.0,,
768,1837055989,2021,13.0,,
769,1000237771,2019,44.0,,
770,1610005810,2016,19.0,,
771,1000066478,1985,148.0,,
772,1260086649,1995,151.0,,
773,1260104788,1994,111.0,,
774,1000061918,2012,134.0,,
775,1000182875,1990,138.0,,
776,1000110164,1985,110.0,,
777,1000216064,2017,127.0,,
778,1000115879,2009,93.0,,
779,1000007132,2013,123.0,,
780,1000071408,2015,53.0,,
781,1260087201,2022,151.0,,
782,1000057143,2011,141.0,,
783,1000161477,1995,148.0,,
784,1000055657,2011,128.0,,
785,1000069146,1991,128.0,,
786,1000236313,2018,82.0,,
787,1000108597,1995,142.0,,
788,1260012707,2019,103.0,,
789,1000109204,1964,134.0,,
790,1000158439,2001,150.0,,
791,1000191551,1993,140.0,,
792,1000213089,2018,134.0,,
793,1770021162,2005,73.0,,
794,1000108860,2001,199.0,,
795,1835051141,2020,11.0,,
796,1000076072,2015,137.0,,
797,1610043728,2020,4.0,,
798,1260072682,2021,132.0,,
799,1260102073,2022,96.0,,
800,1000036212,2012,132.0,,
801,1000106434,2009,119.0,,
802,1260056029,2021,90.0,,
803,1000044085,2012,126.0,,
804,1260013772,2019,47.0,,
805,1260102069,2022,163.0,,
806,1000105832,2013,118.0,,
807,1836054052,2021,15.0,,
808,1260018347,2005,65.0,,
809,1260044172,1992,85.0,,
810,1836057731,2019,12.0,,
811,1000087440,2015,114.0,,
812,1000034965,2011,142.0,,
813,1000233898,2018,102.0,,
814,1000035949,2012,122.0,,
815,1820059491,2021,15.0,,
816,1260018352,2016,124.0,,
817,1610013830,2012,14.0,,
818,1770002253,2006,117.0,,
819,1260027104,2019,101.0,,
820,1000108015,1972,151.0,,
821,1770021157,2015,52.0,,
822,1000158735,1978,126.0,,
823,1260020614,2019,135.0,,
824,1260024857,2016,14.0,,
825,1000154797,1981,135.0,,
826,1000060413,2006,129.0,,
827,1660000073,2010,117.0,,
828,1000026116,2010,93.0,,
829,1000212851,2007,136.0,,
830,1000231443,2013,89.0,,
831,1000207190,1990,137.0,,
832,1000067443,2008,137.0,,
833,1000088043,2014,139.0,,
834,1260017665,2009,147.0,,
835,1000080776,2015,131.0,,
836,1000105597,2014,105.0,,
837,1770017021,2017,119.0,,
838,1000001027,2013,135.0,,
839,1000113898,1995,131.0,,
840,1000215465,2017,127.0,,
841,1770021023,2013,93.0,,
842,1260103387,1989,170.0,,
843,1260106359,2022,19.0,,
844,1260027278,1994,69.0,,
845,1835060925,2020,23.0,,
846,1000105764,2008,93.0,,
847,1000040303,2006,129.0,,
848,1000103947,1992,126.0,,
849,1770020869,2013,113.0,,
850,1000223682,2018,126.0,,
851,1770002644,2008,163.0,,
852,1000107525,2003,135.0,,
853,1000154548,1972,132.0,,
854,1000066653,2011,114.0,,
855,1610012419,2015,7.0,,
856,1000107241,2004,119.0,,
857,1836059855,2017,14.0,,
858,1260105845,2021,26.0,,
859,1260041027,2019,115.0,,
860,1770002667,2010,127.0,,
861,1260009588,2015,144.0,,
862,1000055949,2013,126.0,,
863,1610016909,2017,6.0,,
864,1000224705,2014,111.0,,
865,1000064733,1988,124.0,,
866,1260012713,2019,143.0,,
867,1260066623,2019,71.0,,
868,1000107597,1989,135.0,,
869,1000102159,2009,135.0,,
870,1000074498,2015,125.0,,
871,1000231068,2019,44.0,,
